customer_id,full_name,city,state,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
C01110,"Ria Chandra",Mumbai,Maharashtra,70,5,22523.88,4,5,5,14,Champion
C01700,"Neha Joshi",Bengaluru,Karnataka,44,5,22519.97,5,5,5,15,Champion
C01990,"Aditya Mishra",Visakhapatnam,"Andhra pradesh",93,3,22516.48,3,3,5,11,Regulars
C01160,"Rohan Reddy",Delhi,Delhi,84,2,22510.04,4,2,5,11,Regulars
C00676,"Samar Gupta",Visakhapatnam,"Andhra pradesh",91,3,22509.74,4,3,5,12,Regulars
C01322,"Sneha Gupta",Visakhapatnam,"Andhra pradesh",131,5,22499.90,3,4,5,12,Loyal
C00399,"Diya Naidu",Ahmedabad,Gujarat,152,3,22490.65,2,3,5,10,"At Risk"
C00699,"Rohan Khan",Pune,Maharashtra,149,4,22488.93,2,4,5,11,"At Risk"
C00841,"Ritu Patel",Ahmedabad,Gujarat,85,6,22458.19,4,5,5,14,Champion
C01846,"Isha Kulkarni",Lucknow,"Uttar pradesh",75,4,22415.53,4,4,5,13,Champion
C00289,"Kavya Naidu",Kochi,Kerala,60,6,22331.17,5,5,5,15,Champion
C00992,"Irfan Khan",Ahmedabad,Gujarat,110,4,22319.83,3,4,5,12,Loyal
C00252,"Aditya Kulkarni",Mumbai,Maharashtra,268,3,22311.27,1,2,5,8,"At Risk"
C01307,"Isha Kulkarni",Visakhapatnam,"Andhra pradesh",264,2,22260.12,1,1,5,7,"At Risk"
C01163,"Ria Das",Bengaluru,Karnataka,60,7,22204.23,5,5,5,15,Champion
C00762,"Diya Sharma",Kochi,Kerala,137,7,22195.73,2,5,5,12,"At Risk"
C00283,"Diya Gupta",Hyderabad,Telangana,143,5,22181.25,2,4,5,11,"At Risk"
C01241,"Ananya Sharma",Jaipur,Rajasthan,236,2,22060.16,1,2,5,8,"At Risk"
C00556,"Aisha Reddy",Pune,Maharashtra,126,7,22054.08,3,5,5,13,Loyal
C01889,"Diya Nair",Bengaluru,Karnataka,106,2,22042.76,3,2,5,10,Regulars
C00125,"Isha Rao",Pune,Maharashtra,273,2,22031.77,1,1,5,7,"At Risk"
C00755,"Ananya Naidu",Chennai,"Tamil nadu",114,5,21975.39,3,4,5,12,Loyal
C00658,"Vivaan Joshi",Mumbai,Maharashtra,64,6,21965.58,4,5,5,14,Champion
C00384,"Isha Basu",Hyderabad,Telangana,339,2,21946.75,1,1,5,7,"At Risk"
C00596,"Anvi Mishra",Visakhapatnam,"Andhra pradesh",60,7,21899.45,5,5,5,15,Champion
C01254,"Sanya Singh",Ahmedabad,Gujarat,42,4,21877.43,5,4,5,14,Champion
C00906,"Ananya Verma",Delhi,Delhi,129,7,21825.88,3,5,5,13,Loyal
C00537,"Aditya Das",Pune,Maharashtra,76,6,21821.07,4,5,5,14,Champion
C01074,"Aisha Basu",Pune,Maharashtra,84,6,21545.35,4,5,5,14,Champion
C01423,"Ria Chowdhury",Delhi,Delhi,191,3,21518.39,2,3,5,10,"At Risk"
C00549,"Aarav Singh",Hyderabad,Telangana,62,8,21507.85,4,5,5,14,Champion
C00748,"Anvi Chandra",Hyderabad,Telangana,106,7,21455.23,3,5,5,13,Loyal
C01834,"Sneha Iyer",Chennai,"Tamil nadu",63,5,21452.86,4,5,5,14,Champion
C01633,"Ria Basu",Ahmedabad,Gujarat,41,5,21446.86,5,5,5,15,Champion
C01209,"Ria Rao",Kolkata,"West bengal",229,3,21446.60,1,2,5,8,"At Risk"
C01788,"Isha Rao",Ahmedabad,Gujarat,41,6,21438.24,5,5,5,15,Champion
C01001,"Ananya Mukherjee",Lucknow,"Uttar pradesh",126,4,21401.30,3,4,5,12,Loyal
C00190,"Sanya Kulkarni",Chennai,"Tamil nadu",150,4,21389.10,2,4,5,11,"At Risk"
C01802,"Diya Basu",Bengaluru,Karnataka,115,7,21352.49,3,5,5,13,Loyal
C00885,"Ananya Joshi",Delhi,Delhi,312,3,21352.22,1,2,5,8,"At Risk"
C01493,"Aditya Joshi",Kolkata,"West bengal",116,7,21288.85,3,5,5,13,Loyal
C00544,"Ananya Chowdhury",Delhi,Delhi,143,6,21230.64,2,5,5,12,"At Risk"
C01912,"Kabir Khan",Delhi,Delhi,89,7,21218.92,4,5,5,14,Champion
C01575,"Vivaan Das",Visakhapatnam,"Andhra pradesh",133,3,21206.97,3,3,5,11,Regulars
C01974,"Irfan Khan",Ahmedabad,Gujarat,93,6,21065.40,3,5,5,13,Loyal
C01441,"Diya Joshi",Kolkata,"West bengal",69,5,21031.73,4,5,5,14,Champion
C00535,"Samar Reddy",Ahmedabad,Gujarat,166,4,21003.02,2,4,5,11,"At Risk"
C01243,"Anvi Rao",Kochi,Kerala,72,6,20998.90,4,5,5,14,Champion
C01179,"Rahul Nair",Mumbai,Maharashtra,180,3,20947.09,2,3,5,10,"At Risk"
C00102,"Ritu Reddy",Bengaluru,Karnataka,84,6,20941.72,4,5,5,14,Champion
C00477,"Ritu Mishra",Visakhapatnam,"Andhra pradesh",37,5,20932.80,5,5,5,15,Champion
C01071,"Sneha Sharma",Chennai,"Tamil nadu",51,3,20891.54,5,3,5,13,Regulars
C00539,"Rahul Basu",Delhi,Delhi,47,6,20852.97,5,5,5,15,Champion
C00612,"Rahul Mishra",Ahmedabad,Gujarat,77,5,20833.76,4,5,5,14,Champion
C01495,"Kavya Mukherjee",Delhi,Delhi,71,2,20806.24,4,2,5,11,Regulars
C00453,"Ria Khan",Chennai,"Tamil nadu",69,8,20802.74,4,5,5,14,Champion
C00810,"Kabir Kulkarni",Ahmedabad,Gujarat,62,5,20795.18,4,5,5,14,Champion
C01025,"Aarav Sharma",Ahmedabad,Gujarat,48,8,20792.29,5,5,5,15,Champion
C00297,"Vikram Mishra",Kochi,Kerala,115,5,20765.10,3,4,5,12,Loyal
C00766,"Rahul Gupta",Kochi,Kerala,328,1,20761.80,1,1,5,7,"At Risk"
C01123,"Irfan Patel",Pune,Maharashtra,116,7,20726.85,3,5,5,13,Loyal
C00663,"Vivaan Singh",Hyderabad,Telangana,81,5,20726.28,4,5,5,14,Champion
C00513,"Irfan Patel",Mumbai,Maharashtra,119,4,20724.27,3,4,5,12,Loyal
C00972,"Rohan Mukherjee",Kolkata,"West bengal",72,6,20699.10,4,5,5,14,Champion
C00285,"Ria Kulkarni",Delhi,Delhi,57,3,20676.92,5,3,5,13,Regulars
C00361,"Samar Das",Jaipur,Rajasthan,216,5,20644.46,1,4,5,10,"At Risk"
C00956,"Sanya Mishra",Kochi,Kerala,48,6,20633.14,5,5,5,15,Champion
C00840,"Neha Nair",Kolkata,"West bengal",63,5,20622.88,4,5,5,14,Champion
C01574,"Kabir Verma",Chennai,"Tamil nadu",62,5,20605.83,4,5,5,14,Champion
C00230,"Aditya Singh",Mumbai,Maharashtra,151,7,20588.81,2,5,5,12,"At Risk"
C00177,"Aarav Iyer",Delhi,Delhi,116,3,20537.46,3,3,5,11,Regulars
C01362,"Kabir Reddy",Pune,Maharashtra,108,7,20384.57,3,5,5,13,Loyal
C00423,"Aarav Naidu",Chennai,"Tamil nadu",95,5,20379.79,3,5,5,13,Loyal
C01291,"Rahul Verma",Hyderabad,Telangana,37,5,20356.83,5,5,5,15,Champion
C00777,"Samar Rao",Ahmedabad,Gujarat,50,3,20351.89,5,3,5,13,Regulars
C00627,"Neha Menon",Bengaluru,Karnataka,89,6,20351.82,4,5,5,14,Champion
C00479,"Ananya Naidu",Mumbai,Maharashtra,42,5,20332.27,5,5,5,15,Champion
C00833,"Sanya Nair",Hyderabad,Telangana,59,4,20308.37,5,4,5,14,Champion
C01724,"Vikram Sharma",Delhi,Delhi,63,6,20286.71,4,5,5,14,Champion
C01604,"Sneha Naidu",Hyderabad,Telangana,104,7,20286.63,3,5,5,13,Loyal
C00227,"Isha Chowdhury",Ahmedabad,Gujarat,49,4,20194.78,5,4,5,14,Champion
C01374,"Isha Reddy",Delhi,Delhi,75,5,20106.42,4,5,5,14,Champion
C00930,"Diya Joshi",Bengaluru,Karnataka,181,4,20080.07,2,4,5,11,"At Risk"
C01127,"Rahul Menon",Ahmedabad,Gujarat,66,4,20059.81,4,4,5,13,Champion
C01555,"Aarav Singh",Visakhapatnam,"Andhra pradesh",65,5,20040.59,4,5,5,14,Champion
C01647,"Kabir Nair",Mumbai,Maharashtra,112,2,20001.97,3,2,5,10,Regulars
C00431,"Sneha Mukherjee",Pune,Maharashtra,39,6,19976.61,5,5,5,15,Champion
C01498,"Aditya Nair",Visakhapatnam,"Andhra pradesh",135,6,19958.06,2,5,5,12,"At Risk"
C01171,"Diya Patel",Chennai,"Tamil nadu",157,5,19952.29,2,4,5,11,"At Risk"
C00016,"Vivaan Singh",Pune,Maharashtra,97,3,19902.63,3,3,5,11,Regulars
C01055,"Aarav Singh",Jaipur,Rajasthan,54,4,19900.19,5,4,5,14,Champion
C01642,"Irfan Sharma",Visakhapatnam,"Andhra pradesh",101,5,19867.01,3,5,5,13,Loyal
C01791,"Anvi Sharma",Lucknow,"Uttar pradesh",171,4,19864.00,2,4,5,11,"At Risk"
C00609,"Ria Basu",Hyderabad,Telangana,128,5,19854.21,3,4,5,12,Loyal
C00183,"Sanya Gupta",Delhi,Delhi,134,4,19851.64,2,4,5,11,"At Risk"
C01239,"Anvi Menon",Visakhapatnam,"Andhra pradesh",86,5,19792.10,4,5,5,14,Champion
C01875,"Diya Sharma",Mumbai,Maharashtra,36,6,19780.55,5,5,5,15,Champion
C01613,"Sneha Chandra",Pune,Maharashtra,134,5,19753.46,2,4,5,11,"At Risk"
C00465,"Irfan Chandra",Pune,Maharashtra,46,5,19750.57,5,5,5,15,Champion
C01596,"Sanya Joshi",Visakhapatnam,"Andhra pradesh",98,4,19738.54,3,4,5,12,Loyal
C01041,"Ria Menon",Ahmedabad,Gujarat,282,3,19722.99,1,2,5,8,"At Risk"
C01229,"Ria Naidu",Lucknow,"Uttar pradesh",86,5,19713.29,4,5,5,14,Champion
C00730,"Ria Reddy",Visakhapatnam,"Andhra pradesh",95,6,19671.98,3,5,5,13,Loyal
C00146,"Rahul Iyer",Jaipur,Rajasthan,275,3,19663.10,1,2,5,8,"At Risk"
C00600,"Vivaan Sharma",Lucknow,"Uttar pradesh",61,4,19652.41,5,4,5,14,Champion
C01890,"Sanya Naidu",Lucknow,"Uttar pradesh",89,6,19590.90,4,5,5,14,Champion
C00359,"Anvi Iyer",Pune,Maharashtra,216,8,19577.02,1,5,5,11,"At Risk"
C01204,"Isha Verma",Ahmedabad,Gujarat,57,4,19568.24,5,4,5,14,Champion
C01977,"Kavya Sharma",Kochi,Kerala,137,3,19567.07,2,3,5,10,"At Risk"
C01778,"Ritu Singh",Kolkata,"West bengal",128,3,19531.44,3,3,5,11,Regulars
C01690,"Ritu Mukherjee",Lucknow,"Uttar pradesh",135,3,19525.68,2,3,5,10,"At Risk"
C00579,"Rohan Rao",Hyderabad,Telangana,151,3,19520.41,2,3,4,9,"At Risk"
C00871,"Irfan Naidu",Bengaluru,Karnataka,216,6,19513.86,1,5,4,10,"At Risk"
C01529,"Vivaan Menon",Kochi,Kerala,45,6,19502.00,5,5,4,14,Champion
C01751,"Ritu Kulkarni",Pune,Maharashtra,37,5,19361.73,5,5,4,14,Champion
C00186,"Isha Khan",Kolkata,"West bengal",144,6,19339.14,2,5,4,11,"At Risk"
C00756,"Ria Menon",Jaipur,Rajasthan,107,4,19292.35,3,4,4,11,Loyal
C01821,"Ritu Chowdhury",Kolkata,"West bengal",150,7,19201.53,2,5,4,11,"At Risk"
C00398,"Isha Sharma",Jaipur,Rajasthan,123,4,19189.34,3,4,4,11,Loyal
C01098,"Aditya Khan",Mumbai,Maharashtra,41,4,19178.89,5,4,4,13,Champion
C01663,"Rohan Gupta",Chennai,"Tamil nadu",43,6,19158.56,5,5,4,14,Champion
C00405,"Isha Sharma",Lucknow,"Uttar pradesh",36,7,19089.49,5,5,4,14,Champion
C00831,"Diya Mishra",Ahmedabad,Gujarat,63,2,19085.39,4,2,4,10,Regulars
C01453,"Ritu Khan",Bengaluru,Karnataka,40,5,19079.14,5,5,4,14,Champion
C00103,"Rohan Verma",Hyderabad,Telangana,49,6,19074.02,5,5,4,14,Champion
C01147,"Rahul Mishra",Bengaluru,Karnataka,104,4,19060.55,3,4,4,11,Loyal
C00197,"Aditya Chandra",Chennai,"Tamil nadu",204,6,19060.40,2,5,4,11,"At Risk"
C01040,"Vivaan Reddy",Kochi,Kerala,66,6,19044.03,4,5,4,13,Champion
C01173,"Vikram Reddy",Pune,Maharashtra,54,7,19039.95,5,5,4,14,Champion
C00900,"Samar Basu",Ahmedabad,Gujarat,85,5,19039.37,4,5,4,13,Champion
C01803,"Vivaan Chandra",Pune,Maharashtra,92,6,19025.45,4,5,4,13,Champion
C01301,"Irfan Reddy",Kochi,Kerala,144,5,19012.14,2,4,4,10,"At Risk"
C00073,"Irfan Patel",Lucknow,"Uttar pradesh",136,3,19003.44,2,3,4,9,"At Risk"
C00786,"Isha Basu",Chennai,"Tamil nadu",37,4,18955.68,5,4,4,13,Champion
C01162,"Diya Verma",Ahmedabad,Gujarat,52,2,18928.74,5,2,4,11,Regulars
C01447,"Neha Chandra",Kochi,Kerala,88,6,18924.54,4,5,4,13,Champion
C00064,"Kabir Khan",Lucknow,"Uttar pradesh",193,3,18910.53,2,2,4,8,"At Risk"
C00974,"Ria Menon",Delhi,Delhi,36,6,18826.90,5,5,4,14,Champion
C00761,"Vikram Joshi",Hyderabad,Telangana,111,5,18820.00,3,4,4,11,Loyal
C01360,"Neha Reddy",Delhi,Delhi,73,3,18805.95,4,3,4,11,Regulars
C01320,"Samar Das",Bengaluru,Karnataka,42,5,18737.14,5,5,4,14,Champion
C00854,"Kavya Joshi",Visakhapatnam,"Andhra pradesh",178,5,18713.35,2,4,4,10,"At Risk"
C01636,"Diya Nair",Ahmedabad,Gujarat,104,2,18707.02,3,2,4,9,Regulars
C00120,"Samar Verma",Mumbai,Maharashtra,55,4,18686.29,5,4,4,13,Champion
C01129,"Isha Rao",Visakhapatnam,"Andhra pradesh",65,5,18680.69,4,5,4,13,Champion
C01330,"Isha Khan",Pune,Maharashtra,164,3,18672.41,2,3,4,9,"At Risk"
C01958,"Sanya Joshi",Pune,Maharashtra,41,3,18624.02,5,3,4,12,Regulars
C01911,"Irfan Chowdhury",Ahmedabad,Gujarat,65,4,18615.68,4,4,4,12,Champion
C01884,"Diya Mishra",Bengaluru,Karnataka,44,4,18567.30,5,4,4,13,Champion
C00052,"Diya Naidu",Visakhapatnam,"Andhra pradesh",42,3,18557.10,5,3,4,12,Regulars
C01240,"Vikram Kulkarni",Delhi,Delhi,111,6,18551.03,3,5,4,12,Loyal
C01392,"Samar Reddy",Mumbai,Maharashtra,44,3,18547.13,5,3,4,12,Regulars
C00822,"Vikram Chowdhury",Pune,Maharashtra,75,5,18533.49,4,5,4,13,Champion
C01635,"Isha Kulkarni",Pune,Maharashtra,128,2,18492.58,3,2,4,9,Regulars
C01722,"Kavya Kulkarni",Chennai,"Tamil nadu",78,3,18417.14,4,3,4,11,Regulars
C00006,"Ananya Mukherjee",Ahmedabad,Gujarat,222,3,18378.59,1,2,4,7,"At Risk"
C01248,"Aditya Joshi",Chennai,"Tamil nadu",45,2,18375.21,5,2,4,11,Regulars
C01729,"Isha Naidu",Ahmedabad,Gujarat,81,6,18371.35,4,5,4,13,Champion
C01760,"Anvi Kulkarni",Visakhapatnam,"Andhra pradesh",42,5,18321.59,5,5,4,14,Champion
C00668,"Kabir Reddy",Ahmedabad,Gujarat,67,8,18310.89,4,5,4,13,Champion
C01995,"Ritu Rao",Mumbai,Maharashtra,85,4,18295.20,4,4,4,12,Champion
C00724,"Sanya Basu",Visakhapatnam,"Andhra pradesh",98,6,18289.68,3,5,4,12,Loyal
C01299,"Sneha Joshi",Pune,Maharashtra,149,2,18275.75,2,2,4,8,"At Risk"
C00828,"Kavya Patel",Lucknow,"Uttar pradesh",83,3,18263.19,4,3,4,11,Regulars
C00151,"Rohan Singh",Kochi,Kerala,67,5,18220.91,4,5,4,13,Champion
C00969,"Diya Sharma",Jaipur,Rajasthan,36,6,18138.14,5,5,4,14,Champion
C00911,"Kabir Verma",Kolkata,"West bengal",59,2,18117.02,5,2,4,11,Regulars
C00529,"Diya Chandra",Kochi,Kerala,58,5,18069.59,5,5,4,14,Champion
C01891,"Ananya Verma",Kolkata,"West bengal",122,2,18044.91,3,2,4,9,Regulars
C00569,"Aarav Basu",Kolkata,"West bengal",58,5,18044.23,5,5,4,14,Champion
C00811,"Sanya Gupta",Lucknow,"Uttar pradesh",120,5,17926.31,3,4,4,11,Loyal
C00890,"Aarav Verma",Jaipur,Rajasthan,230,3,17915.21,1,2,4,7,"At Risk"
C01342,"Ria Menon",Ahmedabad,Gujarat,40,6,17906.96,5,5,4,14,Champion
C01588,"Anvi Patel",Pune,Maharashtra,44,6,17901.09,5,5,4,14,Champion
C01416,"Sneha Verma",Kochi,Kerala,51,5,17884.27,5,5,4,14,Champion
C00710,"Neha Khan",Jaipur,Rajasthan,90,3,17880.55,4,3,4,11,Regulars
C01164,"Ananya Chandra",Visakhapatnam,"Andhra pradesh",191,4,17870.96,2,3,4,9,"At Risk"
C01888,"Rahul Menon",Bengaluru,Karnataka,123,4,17870.03,3,4,4,11,Loyal
C01028,"Samar Rao",Kochi,Kerala,37,4,17846.80,5,4,4,13,Champion
C00355,"Rohan Basu",Delhi,Delhi,150,4,17742.00,2,4,4,10,"At Risk"
C01220,"Anvi Mishra",Bengaluru,Karnataka,37,6,17737.05,5,5,4,14,Champion
C00107,"Isha Mukherjee",Bengaluru,Karnataka,116,4,17679.34,3,4,4,11,Loyal
C01176,"Vikram Patel",Jaipur,Rajasthan,59,4,17673.89,5,4,4,13,Champion
C01930,"Anvi Menon",Chennai,"Tamil nadu",306,2,17660.97,1,1,4,6,"At Risk"
C01560,"Vivaan Basu",Chennai,"Tamil nadu",95,4,17658.99,3,4,4,11,Loyal
C01383,"Samar Joshi",Ahmedabad,Gujarat,85,3,17646.61,4,3,4,11,Regulars
C01581,"Aditya Mukherjee",Delhi,Delhi,46,4,17622.97,5,4,4,13,Champion
C01217,"Aisha Khan",Kochi,Kerala,92,4,17614.87,4,4,4,12,Champion
C01699,"Neha Iyer",Visakhapatnam,"Andhra pradesh",258,1,17610.88,1,1,4,6,"At Risk"
C00247,"Aditya Nair",Hyderabad,Telangana,42,3,17598.51,5,3,4,12,Regulars
C00679,"Diya Khan",Jaipur,Rajasthan,329,4,17592.20,1,3,4,8,"At Risk"
C00041,"Kabir Naidu",Lucknow,"Uttar pradesh",183,4,17529.11,2,4,4,10,"At Risk"
C00562,"Vikram Khan",Pune,Maharashtra,49,5,17522.78,5,5,4,14,Champion
C00339,"Kavya Chandra",Kolkata,"West bengal",73,5,17518.69,4,5,4,13,Champion
C01639,"Anvi Rao",Mumbai,Maharashtra,100,6,17502.15,3,5,4,12,Loyal
C00722,"Kabir Chowdhury",Lucknow,"Uttar pradesh",97,3,17480.21,3,3,4,10,Regulars
C00672,"Kavya Nair",Pune,Maharashtra,56,5,17457.50,5,5,4,14,Champion
C00718,"Ria Nair",Kochi,Kerala,45,7,17428.76,5,5,4,14,Champion
C00941,"Samar Sharma",Ahmedabad,Gujarat,344,3,17396.62,1,2,4,7,"At Risk"
C00713,"Isha Chowdhury",Mumbai,Maharashtra,53,6,17395.67,5,5,4,14,Champion
C01552,"Kabir Singh",Ahmedabad,Gujarat,66,3,17380.15,4,3,4,11,Regulars
C01340,"Anvi Nair",Mumbai,Maharashtra,57,3,17377.61,5,3,4,12,Regulars
C01452,"Kabir Basu",Pune,Maharashtra,170,5,17374.79,2,4,4,10,"At Risk"
C00027,"Vikram Singh",Hyderabad,Telangana,84,4,17343.11,4,4,4,12,Champion
C00688,"Vivaan Patel",Jaipur,Rajasthan,87,9,17333.74,4,5,4,13,Champion
C00429,"Rahul Khan",Jaipur,Rajasthan,106,6,17306.46,3,5,4,12,Loyal
C01654,"Samar Gupta",Delhi,Delhi,125,2,17279.97,3,2,4,9,Regulars
C00271,"Kavya Reddy",Bengaluru,Karnataka,65,8,17257.08,4,5,4,13,Champion
C01587,"Irfan Reddy",Mumbai,Maharashtra,93,4,17222.48,3,4,4,11,Loyal
C00360,"Neha Singh",Kochi,Kerala,76,4,17217.42,4,4,4,12,Champion
C01067,"Kabir Khan",Delhi,Delhi,84,7,17214.32,4,5,4,13,Champion
C00024,"Kabir Reddy",Mumbai,Maharashtra,152,4,17207.25,2,4,4,10,"At Risk"
C01225,"Kabir Verma",Jaipur,Rajasthan,137,6,17201.64,2,5,4,11,"At Risk"
C01317,"Diya Kulkarni",Kolkata,"West bengal",128,7,17182.13,3,5,4,12,Loyal
C00305,"Anvi Rao",Lucknow,"Uttar pradesh",95,5,17180.80,3,5,4,12,Loyal
C00340,"Kabir Mukherjee",Bengaluru,Karnataka,113,5,17177.24,3,4,4,11,Loyal
C00270,"Sneha Kulkarni",Kochi,Kerala,62,4,17175.35,4,4,4,12,Champion
C01797,"Rahul Iyer",Pune,Maharashtra,123,5,17138.28,3,4,4,11,Loyal
C01666,"Neha Iyer",Pune,Maharashtra,50,5,17136.70,5,5,4,14,Champion
C00467,"Ria Das",Hyderabad,Telangana,52,5,17098.64,5,5,4,14,Champion
C00606,"Aarav Iyer",Jaipur,Rajasthan,94,5,17074.59,3,5,4,12,Loyal
C00715,"Ritu Gupta",Chennai,"Tamil nadu",105,4,17069.92,3,4,4,11,Loyal
C01335,"Aditya Kulkarni",Kochi,Kerala,183,3,17069.78,2,3,4,9,"At Risk"
C00771,"Vivaan Mukherjee",Kolkata,"West bengal",71,5,17023.36,4,5,4,13,Champion
C01857,"Sneha Mishra",Jaipur,Rajasthan,112,3,17010.71,3,3,4,10,Regulars
C00211,"Rohan Menon",Jaipur,Rajasthan,39,6,16966.39,5,5,4,14,Champion
C01513,"Ananya Naidu",Mumbai,Maharashtra,66,6,16955.81,4,5,4,13,Champion
C00577,"Kavya Reddy",Chennai,"Tamil nadu",42,6,16939.58,5,5,4,14,Champion
C01675,"Irfan Sharma",Hyderabad,Telangana,71,7,16937.08,4,5,4,13,Champion
C00747,"Rahul Nair",Chennai,"Tamil nadu",40,2,16918.18,5,2,4,11,Regulars
C00130,"Diya Nair",Ahmedabad,Gujarat,62,3,16869.47,4,3,4,11,Regulars
C00806,"Ria Basu",Kochi,Kerala,213,6,16865.07,1,5,4,10,"At Risk"
C00816,"Isha Mukherjee",Bengaluru,Karnataka,52,3,16819.85,5,3,4,12,Regulars
C00460,"Isha Das",Mumbai,Maharashtra,74,4,16786.21,4,4,4,12,Champion
C01989,"Anvi Das",Lucknow,"Uttar pradesh",110,6,16763.16,3,5,4,12,Loyal
C00918,"Aarav Mukherjee",Jaipur,Rajasthan,83,5,16745.12,4,5,4,13,Champion
C01306,"Isha Mukherjee",Hyderabad,Telangana,49,3,16743.58,5,3,4,12,Regulars
C01170,"Aarav Verma",Visakhapatnam,"Andhra pradesh",56,4,16738.50,5,4,4,13,Champion
C01608,"Ritu Chowdhury",Bengaluru,Karnataka,142,4,16726.16,2,4,4,10,"At Risk"
C01113,"Ria Nair",Kolkata,"West bengal",111,5,16718.55,3,4,4,11,Loyal
C00615,"Irfan Sharma",Pune,Maharashtra,67,7,16676.70,4,5,4,13,Champion
C00193,"Aarav Nair",Hyderabad,Telangana,48,5,16671.88,5,5,4,14,Champion
C01865,"Kabir Das",Delhi,Delhi,103,6,16590.12,3,5,4,12,Loyal
C00059,"Vivaan Das",Bengaluru,Karnataka,164,3,16585.84,2,3,4,9,"At Risk"
C01517,"Vikram Naidu",Delhi,Delhi,69,4,16580.73,4,4,4,12,Champion
C00675,"Neha Reddy",Ahmedabad,Gujarat,42,6,16528.54,5,5,4,14,Champion
C01634,"Vikram Iyer",Kochi,Kerala,85,2,16490.85,4,2,4,10,Regulars
C00521,"Aisha Sharma",Lucknow,"Uttar pradesh",48,4,16470.77,5,4,4,13,Champion
C00824,"Ritu Reddy",Jaipur,Rajasthan,131,5,16465.61,3,4,4,11,Loyal
C00169,"Isha Menon",Mumbai,Maharashtra,101,4,16378.55,3,4,4,11,Loyal
C00967,"Diya Joshi",Chennai,"Tamil nadu",248,1,16326.54,1,1,4,6,"At Risk"
C01570,"Kavya Gupta",Kochi,Kerala,98,6,16325.58,3,5,4,12,Loyal
C01080,"Anvi Basu",Delhi,Delhi,88,3,16324.00,4,3,4,11,Regulars
C01754,"Rahul Menon",Mumbai,Maharashtra,63,5,16321.72,4,5,4,13,Champion
C01936,"Vivaan Mukherjee",Jaipur,Rajasthan,88,6,16303.51,4,5,4,13,Champion
C00391,"Aisha Khan",Visakhapatnam,"Andhra pradesh",45,4,16300.22,5,4,4,13,Champion
C00697,"Sanya Verma",Visakhapatnam,"Andhra pradesh",67,3,16275.48,4,3,4,11,Regulars
C00084,"Ria Singh",Kochi,Kerala,147,3,16272.22,2,3,4,9,"At Risk"
C00473,"Diya Iyer",Chennai,"Tamil nadu",266,3,16253.89,1,2,4,7,"At Risk"
C00616,"Aditya Mukherjee",Kochi,Kerala,174,5,16202.59,2,4,4,10,"At Risk"
C00309,"Vivaan Mishra",Mumbai,Maharashtra,94,3,16168.62,3,3,4,10,Regulars
C01968,"Diya Chandra",Pune,Maharashtra,52,6,16167.48,5,5,4,14,Champion
C01978,"Irfan Kulkarni",Kolkata,"West bengal",132,6,16161.38,3,5,4,12,Loyal
C00286,"Ria Joshi",Kolkata,"West bengal",91,4,16147.11,4,4,4,12,Champion
C01483,"Aditya Menon",Kolkata,"West bengal",45,4,16140.04,5,4,4,13,Champion
C00703,"Aditya Gupta",Ahmedabad,Gujarat,82,6,16121.40,4,5,4,13,Champion
C00899,"Rohan Naidu",Kolkata,"West bengal",97,4,16096.05,3,4,4,11,Loyal
C00256,"Aarav Nair",Ahmedabad,Gujarat,77,4,16089.18,4,4,4,12,Champion
C01355,"Aditya Iyer",Chennai,"Tamil nadu",124,4,16070.26,3,4,4,11,Loyal
C00280,"Isha Basu",Bengaluru,Karnataka,127,3,16064.93,3,3,4,10,Regulars
C01893,"Neha Khan",Ahmedabad,Gujarat,36,6,16049.83,5,5,4,14,Champion
C01556,"Neha Mukherjee",Jaipur,Rajasthan,41,5,16037.30,5,5,4,14,Champion
C00114,"Ananya Mishra",Ahmedabad,Gujarat,68,3,16010.66,4,3,4,11,Regulars
C01514,"Aditya Mukherjee",Jaipur,Rajasthan,213,4,15936.10,1,3,4,8,"At Risk"
C01056,"Anvi Nair",Visakhapatnam,"Andhra pradesh",133,4,15926.98,3,4,4,11,Loyal
C00886,"Rohan Basu",Delhi,Delhi,153,5,15898.21,2,4,4,10,"At Risk"
C01309,"Kavya Joshi",Kolkata,"West bengal",151,5,15892.79,2,4,4,10,"At Risk"
C00057,"Anvi Menon",Mumbai,Maharashtra,146,3,15856.08,2,3,4,9,"At Risk"
C00759,"Ria Menon",Chennai,"Tamil nadu",62,3,15852.97,4,3,4,11,Regulars
C00162,"Ria Patel",Mumbai,Maharashtra,45,7,15845.21,5,5,4,14,Champion
C00622,"Isha Gupta",Jaipur,Rajasthan,112,3,15832.54,3,3,4,10,Regulars
C00163,"Vikram Menon",Ahmedabad,Gujarat,54,8,15831.06,5,5,4,14,Champion
C00019,"Ritu Mukherjee",Hyderabad,Telangana,144,4,15828.34,2,4,4,10,"At Risk"
C00864,"Ritu Reddy",Chennai,"Tamil nadu",88,3,15828.06,4,3,4,11,Regulars
C01932,"Kabir Iyer",Mumbai,Maharashtra,99,5,15825.94,3,5,4,12,Loyal
C01520,"Sneha Naidu",Kochi,Kerala,48,4,15818.73,5,4,4,13,Champion
C00741,"Ananya Iyer",Chennai,"Tamil nadu",131,4,15816.90,3,4,4,11,Loyal
