customer_id,full_name,email,phone,city,state,country
C00984,Sneha Khan,sneha.khan314@outlook.com,3769975976,Pune,Maharashtra,India
C01704,Isha Reddy,isha.reddy881@outlook.com,48029418,Visakhapatnam,Andhra Pradesh,India
C00891,Kabir Nair,,5752485618,Jaipur,RAJASTHAN,India
C01720,Kabir Menon,kabir.menon631@outlook.com,452001720,Jaipur,Rajasthan,India
C01325,Vivaan Kulkarni,vivaan.kulkarni642@outlook.com,3246696565,Jaipur,Rajasthan,India
C01932,Kabir Iyer,kabir.iyer58@gmail.com,6366912021,Mumbai,Maharashtra,IN
C00167,Aditya Mukherjee,aditya.mukherjee406@gmail.com,8864926170,Kolkata,West Bengal,India
C01243,Anvi Rao,anvi.rao64@mail.com,8827071359,Kochi,Kerala,india
C00380,Aisha Singh,aisha.singh752@yahoo.com,3496349126,Chennai,Tamil Nadu,IN
C01025,Aarav Sharma,aarav.sharma913@yahoo.com,336435746,Ahmedabad,Gujarat,India
C00129,Sanya Gupta,sanya.gupta195@outlook.com,7591609327,Kolkata, WEST BENGAL ,India
C01656,Aditya Kulkarni,aditya.kulkarni849@gmail.com,9798209884,Chennai,Tamil Nadu,IN
C00677,Ria Iyer,ria.iyer833@gmail.com,1557755918,Mumbai,maharashtra,India
C00652,Ria Rao,ria.rao398@outlook.com,3462404695,Kolkata,West Bengal,India
C01261,Rahul Menon,rahul.menon587@gmail.com,1438035183,Kolkata,West Bengal,India
C01712,Isha Naidu,isha.naidu793@gmail.com,4815695810,Hyderabad,Telangana,India
C01064,Aditya Joshi,aditya.joshi846@mail.com,2757531517,Jaipur,Rajasthan,IN
C01679,Vikram Basu,vikram.basu916@mail.com,1421040109,Jaipur,RAJASTHAN,India
C00666,Vivaan Verma,vivaan.verma63@outlook.com,9215781757,Ahmedabad,Gujarat,India
C00695,Kabir Sharma,kabir.sharma463@gmail.com,3381252563,Lucknow,Uttar Pradesh,India
C00409,Aisha Singh,aisha.singh436@yahoo.com,5354931053,Visakhapatnam,andhra pradesh,india
C01887,Ria Sharma,ria.sharma947@outlook.com,9327560824,Pune,Maharashtra,India
C01913,Neha Naidu,neha.naidu786@gmail.com,8852622984,Hyderabad,Telangana,India
C01706,Rohan Chowdhury,rohan.chowdhury490@mail.com,5884574255,Jaipur,Rajasthan,India
C00537,Aditya Das,aditya.das458@outlook.com,8675845267,Pune,Maharashtra,india
C01561,Aarav Chandra,aarav.chandra830@mail.com,9269323494,Bengaluru,KARNATAKA,India
C01945,Neha Chandra,neha.chandra383@outlook.com,7945230686,Bengaluru,Karnataka,India
C00785,Kavya Singh,kavya.singh447@mail.com,2192403375,Ahmedabad,gujarat,India
C00331,Samar Das,samar.das861@outlook.com,2216221073,Kolkata,WEST BENGAL,India
C01813,Irfan Nair,irfan.nair476@yahoo.com,316092468,Mumbai,Maharashtra,India
C00954,Kabir Naidu,kabir.naidu831@gmail.com,5600009830,Kolkata,West Bengal,india
C01808,Samar Kulkarni,samar.kulkarni567@outlook.com,5350708428,Pune,Maharashtra,India
C01903,Ananya Mukherjee,ananya.mukherjee646@mail.com,3724244807,Visakhapatnam,Andhra Pradesh,India
C01249,Ritu Mishra,ritu.mishra377@gmail.com,13658026,Visakhapatnam,Andhra Pradesh,India
C00391,Aisha Khan,aisha.khan187@outlook.com,9487873389,Visakhapatnam,Andhra Pradesh,India
C00389,Isha Mukherjee,isha.mukherjee345@mail.com,6947750347,Bengaluru,Karnataka,India
C01615,Rahul Kulkarni,rahul.kulkarni419@outlook.com,866105603,Chennai,Tamil Nadu,India
C01672,Isha Gupta,isha.gupta224@outlook.com,7502144557,Hyderabad,Telangana,India
C00385,Kabir Basu,kabir.basu851@mail.com,6815511237,Ahmedabad,Gujarat,india
C01185,Irfan Das,irfan.das848@yahoo.com,9497507489,Kochi,Kerala,India
C01998,Ria Nair,ria.nair104@yahoo.com,2914186014,Pune,Maharashtra,india
C01711,Sanya Basu,sanya.basu141@outlook.com,6340848443,Visakhapatnam,Andhra Pradesh,India
C00828,Kavya Patel,kavya.patel79@mail.com,9647187577,Lucknow,uttar pradesh,India
C01067,Kabir Khan,kabir.khan667@gmail.com,912547578,Delhi,Delhi,India
C00645,Vivaan Chandra,vivaan.chandra932@yahoo.com,1281987207,Pune,Maharashtra,India
C00858,Ritu Joshi,ritu.joshi659@yahoo.com,2300051158,Ahmedabad,Gujarat,india
C00022,Aisha Menon,aisha.menon368@yahoo.com,6152088431,Ahmedabad, gujarat ,india
C01727,Vivaan Menon,vivaan.menon254@yahoo.com,5286675119,Bengaluru,Karnataka,India
C01794,Aarav Nair,aarav.nair567@outlook.com,2903055398,Kolkata,West Bengal,India
C01126,Diya Iyer,diya.iyer513@mail.com,2463821945,Kolkata,West Bengal,India
C00515,Vivaan Kulkarni,vivaan.kulkarni997@gmail.com,5622908178,Bengaluru,Karnataka,India
C01769,Sanya Verma,sanya.verma725@gmail.com,2557620186,Ahmedabad,GUJARAT,india
C00766,Rahul Gupta,rahul.gupta221@mail.com,4065068301,Kochi,Kerala,India
C01763,Kavya Patel,kavya.patel60@gmail.com,7419684951,Mumbai,Maharashtra,india
C01139,Isha Verma,isha.verma378@yahoo.com,1486504120,Lucknow,Uttar Pradesh,India
C00965,Ritu Chandra,ritu.chandra293@yahoo.com,7132120468,Lucknow, uttar pradesh ,India
C00861,Sanya Mukherjee,sanya.mukherjee662@outlook.com,2630318575,Lucknow,Uttar Pradesh,India
C01041,Ria Menon,ria.menon844@mail.com,8698447855,Ahmedabad,Gujarat,India
C01771,Anvi Khan,anvi.khan168@outlook.com,6365790388,Bengaluru,Karnataka,India
C00897,Sneha Das,sneha.das729@mail.com,186009257,Mumbai,maharashtra,India
C00929,Kabir Khan,kabir.khan65@mail.com,4726081087,Bengaluru,Karnataka,India
C00686,Vivaan Joshi,vivaan.joshi603@yahoo.com,4961756265,Hyderabad,Telangana,India
C00414,Anvi Rao,anvi.rao324@mail.com,1548571512,Jaipur,Rajasthan,india
C00845,Vivaan Basu,vivaan.basu794@yahoo.com,3681123374,Kolkata,West Bengal,India
C01588,Anvi Patel,anvi.patel626@outlook.com,8769976114,Pune,Maharashtra,India
C01133,Neha Reddy,neha.reddy167@outlook.com,1240755364,Ahmedabad,Gujarat,IN
C00649,Aarav Verma,aarav.verma312@outlook.com,7407738268,Kolkata,West Bengal,india
C01781,Diya Singh,,2305248906,Visakhapatnam,Andhra Pradesh,India
C00200,Samar Naidu,samar.naidu565@outlook.com,6620357133,Chennai,Tamil Nadu,India
C01355,Aditya Iyer,aditya.iyer986@mail.com,8895971125,Chennai,Tamil Nadu,india
C01411,Sanya Nair,sanya.nair835@yahoo.com,9938575351,Visakhapatnam,Andhra Pradesh,india
C00432,Vivaan Basu,vivaan.basu452@yahoo.com,806410084,Kolkata,West Bengal,India
C01818,Ananya Iyer,ananya.iyer955@outlook.com,8261609761,Bengaluru,Karnataka,India
C00852,Sanya Joshi,sanya.joshi342@mail.com,7295003542,Jaipur,Rajasthan,India
C01333,Ria Chandra,ria.chandra189@outlook.com,7915642724,Kolkata,West Bengal,india
C00396,Isha Iyer,isha.iyer570@mail.com,4503275796,Bengaluru,Karnataka,India
C01090,Vivaan Singh,vivaan.singh298@outlook.com,7884228061,Kolkata,west bengal,India
C01217,Aisha Khan,aisha.khan911@gmail.com,8516294538,Kochi,Kerala,India
C01373,Kavya Iyer," anvi,reddy878@outlook,com",5761074121,Visakhapatnam,Andhra Pradesh,India
C01559,Aarav Chandra,aarav.chandra327@mail.com,8240799651,Mumbai,maharashtra,India
C01776,Rohan Singh,rohan.singh751@mail.com,1660409678,Visakhapatnam,Andhra Pradesh,India
C00262,Rohan Reddy,rohan.reddy631@yahoo.com,4190322684,Bengaluru,Karnataka,India
C00683,Ria Singh,ria.singh113@mail.com,5066493184,Ahmedabad,Gujarat,India
C01385,Rohan Das,rohan.das174@gmail.com,2418067992,Ahmedabad,Gujarat,India
C01747,Ananya Das,ananya.das15@yahoo.com,2431854703,Mumbai,Maharashtra,India
C00736,Sneha Mishra,sneha.mishra159@outlook.com,551508514,Kolkata,West Bengal,India
C00211,Rohan Menon,rohan.menon216@gmail.com,8513850090,Jaipur,Rajasthan,India
C01595,Ananya Iyer,ananya.iyer689@gmail.com,2370033879,Hyderabad,Telangana,india
C01389,Rahul Mishra,rahul.mishra860@mail.com,5272251318,Lucknow,Uttar Pradesh,India
C00637,Rahul Verma,rahul.verma599@outlook.com,4892468953,Kochi,Kerala,india
C01374,Isha Reddy,isha.reddy17@yahoo.com,6450079873,Delhi,Delhi,India
C01121,Rahul Reddy,rahul.reddy404@yahoo.com,7907985961,Chennai,Tamil Nadu,India
C00682,Neha Chowdhury,neha.chowdhury818@gmail.com,3237481213,Hyderabad,Telangana,India
C01135,Irfan Nair,irfan.nair608@yahoo.com,2959175626,Delhi,Delhi,India
C01280,Ritu Verma,ritu.verma555@mail.com,8709753758,Delhi,Delhi,India
C00280,Isha Basu,,9447010885,Bengaluru,Karnataka,India
C00251,Vivaan Gupta,vivaan.gupta639@yahoo.com,923764989,Ahmedabad,Gujarat,india
C01138,Ria Gupta,ria.gupta487@mail.com,7434177462,Mumbai,Maharashtra,IN
C01049,Aditya Rao,aditya.rao852@mail.com,6414311790,Kochi,Kerala,India
C01662,Aditya Kulkarni,aditya.kulkarni78@mail.com,2843352851,Visakhapatnam,Andhra Pradesh,India
C00271,Kavya Reddy,kavya.reddy675@mail.com,2329061455,Bengaluru,Karnataka,India
C00027,Vikram Singh,vikram.singh997@outlook.com,5641165481,Hyderabad,Telangana,India
C01532,Rahul Verma,rahul.verma557@mail.com,2292458771,Hyderabad,Telangana,India
C00784,Rahul Khan,rahul.khan883@mail.com,8773322548,Chennai,Tamil Nadu,India
C01898,Neha Menon,neha.menon904@outlook.com,8233083601,Ahmedabad,Gujarat,india
C01342,Ria Menon,ria.menon262@gmail.com,9911662327,Ahmedabad,Gujarat,India
C00440,Samar Singh,samar.singh88@gmail.com,4247883480,Jaipur,Rajasthan,India
C01046,Aarav Verma,aarav.verma132@gmail.com,2256388337,Kolkata,West Bengal,India
C00193,Aarav Nair,aarav.nair258@mail.com,1031056301,Hyderabad,Telangana,India
C01937,Aarav Chowdhury,aarav.chowdhury826@gmail.com,2253863213,Visakhapatnam,Andhra Pradesh,India
C00827,Sneha Sharma,sneha.sharma852@yahoo.com,9748088703,Hyderabad,Telangana,india
C01154,Sanya Verma,sanya.verma421@outlook.com,2195682535,Kochi,KERALA,india
C00349,Diya Verma,diya.verma800@mail.com,2734228711,Kolkata,West Bengal,India
C01210,Kabir Kulkarni,kabir.kulkarni191@yahoo.com,6672355012,Ahmedabad,Gujarat,india
C01862,Sanya Chandra,sanya.chandra152@mail.com,530762644,Jaipur,Rajasthan,India
C01650,Kavya Khan,kavya.khan139@outlook.com,2959600099,Jaipur, RAJASTHAN ,India
C00643,Rohan Gupta,rohan.gupta664@mail.com,5304843330,Jaipur,Rajasthan,India
C00365,Irfan Reddy,irfan.reddy407@gmail.com,3143260431,Jaipur,Rajasthan,India
C01613,Sneha Chandra,sneha.chandra200@outlook.com,3991290751,Pune,Maharashtra,India
C01730,Vikram Chandra,vikram.chandra798@mail.com,4056735171,Pune,Maharashtra,India
C00092,Irfan Chowdhury,irfan.chowdhury88@outlook.com,1168643164,Pune,Maharashtra,India
C01602,Irfan Menon,irfan.menon589@outlook.com,8822217232,Bengaluru,Karnataka,India
C01793,Irfan Khan," rahul,khan917@mail,com",4387993620,Hyderabad,Telangana,india
C01517,Vikram Naidu,vikram.naidu976@outlook.com,1768223883,Delhi,Delhi,India
C00848,Isha Chowdhury,isha.chowdhury68@yahoo.com,3378335709,Kolkata,West Bengal,IN
C00799,Kavya Khan," DIYA,KHAN808@MAIL,COM",3031136429,Mumbai,Maharashtra,India
C00108,Kabir Joshi,kabir.joshi8@mail.com,6902364207,Jaipur,Rajasthan,India
C01660,Kabir Mukherjee,kabir.mukherjee643@outlook.com,6867127036,Mumbai,Maharashtra,India
C00640,Ria Joshi,ria.joshi483@mail.com,5798656648,Chennai,Tamil Nadu,India
C01274,Anvi Nair,anvi.nair406@yahoo.com,1189947117,Kolkata, WEST BENGAL ,India
C00018,Ritu Chandra,ritu.chandra160@gmail.com,2265896411,Ahmedabad,Gujarat,India
C01562,Aarav Patel,aarav.patel24@yahoo.com,9193713358,Chennai,Tamil Nadu,India
C00536,Ananya Khan,ananya.khan887@gmail.com,352200371,Delhi,Delhi,India
C01392,Samar Reddy,samar.reddy423@gmail.com,99306309,Mumbai,Maharashtra,india
C01310,Ananya Rao,ananya.rao609@mail.com,4821655475,Pune,Maharashtra,India
C00264,Aditya Mukherjee,aditya.mukherjee312@yahoo.com,4782122418,Kochi,Kerala,India
C01604,Sneha Naidu,sneha.naidu499@gmail.com,9515895787,Hyderabad,Telangana,India
C01198,Ritu Reddy,ritu.reddy489@gmail.com,9752663291,Delhi,Delhi,India
C01212,Aisha Khan,aisha.khan10@yahoo.com,88116017,Kolkata,West Bengal,India
C01241,Ananya Sharma,ananya.sharma268@yahoo.com,218221624,Jaipur,Rajasthan,IN
C01498,Aditya Nair,aditya.nair139@yahoo.com,3718350866,Visakhapatnam,Andhra Pradesh,India
C01537,Sneha Mishra,sneha.mishra171@mail.com,6656036144,Delhi,Delhi,India
C00479,Ananya Naidu,ananya.naidu753@yahoo.com,945757007,Mumbai,Maharashtra,India
C00574,Neha Nair,neha.nair816@mail.com,4717003108,Bengaluru,Karnataka,India
C00430,Ritu Kulkarni,ritu.kulkarni588@yahoo.com,8249885205,Jaipur,Rajasthan,India
C00403,Samar Mishra,samar.mishra459@mail.com,4932170500,Mumbai,Maharashtra,India
C01494,Aarav Mukherjee,aarav.mukherjee967@gmail.com,520751632,Kochi,Kerala,India
C00870,Sanya Singh,sanya.singh865@mail.com,514052726,Bengaluru,Karnataka,india
C01978,Irfan Kulkarni,irfan.kulkarni993@gmail.com,1718611111,Kolkata,West Bengal,India
C01015,Ria Mukherjee,ria.mukherjee220@yahoo.com,1058655817,Kochi,Kerala,india
C01657,Rahul Joshi,rahul.joshi780@outlook.com,5587240102,Mumbai,Maharashtra,India
C01343,Aditya Khan,aditya.khan339@mail.com,9209262478,Chennai,Tamil Nadu,India
C01404,Ananya Chowdhury,ananya.chowdhury549@yahoo.com,9503427895,Kochi,Kerala,India
C01802,Diya Basu,diya.basu824@mail.com,1490477106,Bengaluru,Karnataka,india
C00069,Rahul Chowdhury," SANYA,VERMA745@YAHOO,COM",7613269208,Jaipur,Rajasthan,India
C00571,Aisha Joshi,aisha.joshi711@yahoo.com,6243268347,Hyderabad,Telangana,india
C00237,Vikram Menon,,6325427335,Mumbai,MAHARASHTRA,India
C00868,Rohan Kulkarni,rohan.kulkarni141@gmail.com,4913309627,Kolkata,West Bengal,India
C00507,Kavya Patel,kavya.patel638@outlook.com,8945219619,Kolkata,West Bengal,India
C00879,Diya Basu,diya.basu374@gmail.com,9068230481,Kochi,Kerala,india
C00245,Aditya Reddy,aditya.reddy395@gmail.com,6154614200,Jaipur,Rajasthan,India
C00952,Kavya Basu,kavya.basu713@outlook.com,4902519676,Ahmedabad,Gujarat,India
C00916,Diya Mishra,diya.mishra294@outlook.com,9589075700,Pune,Maharashtra,India
C01176,Vikram Patel,vikram.patel918@outlook.com,1092064169,Jaipur,Rajasthan,India
C00975,Irfan Gupta,irfan.gupta377@yahoo.com,6957338334,Kolkata,West Bengal,India
C01594,Kabir Rao,kabir.rao941@mail.com,7527142374,Ahmedabad,Gujarat,India
C00919,Isha Rao,isha.rao460@mail.com,3142022360,Pune,Maharashtra,India
C00553,Rahul Kulkarni,rahul.kulkarni103@outlook.com,845042046,Jaipur,Rajasthan,India
C01467,Sneha Mukherjee,sneha.mukherjee6@yahoo.com,6253151807,Delhi,Delhi,India
C00103,Rohan Verma,rohan.verma124@gmail.com,5495731812,Hyderabad,Telangana,India
C01419,Ananya Menon,ananya.menon96@outlook.com,4153886917,Jaipur,Rajasthan,India
C01110,Ria Chandra,ria.chandra745@yahoo.com,5855467301,Mumbai,Maharashtra,India
C00415,Aditya Chowdhury,aditya.chowdhury761@gmail.com,9950896610,Jaipur,Rajasthan,India
C00017,Aarav Gupta,aarav.gupta349@yahoo.com,8280008722,Jaipur,Rajasthan,India
C00338,Neha Nair,neha.nair187@mail.com,4336907709,Hyderabad,TELANGANA,india
C00235,Vikram Basu,"ritu,rao442@gmail,com",8874367158,Kochi, kerala ,India
C00693,Sanya Naidu,sanya.naidu797@yahoo.com,8538884685,Visakhapatnam,Andhra Pradesh,india
C00046,Aditya Nair,aditya.nair948@gmail.com,6647466188,Jaipur,Rajasthan,india
C00621,Isha Menon,isha.menon136@yahoo.com,3749673975,Chennai,tamil nadu,India
C00665,Anvi Verma,anvi.verma558@yahoo.com,6599819335,Delhi,Delhi,India
C01719,Ritu Mishra,ritu.mishra942@outlook.com,3538610194,Kolkata,West Bengal,India
C01149,Neha Reddy,neha.reddy33@mail.com,1721128255,Visakhapatnam,Andhra Pradesh,India
C01686,Isha Menon,isha.menon208@gmail.com,9302355323,Visakhapatnam,Andhra Pradesh,India
C01194,Aditya Singh,aditya.singh735@outlook.com,9482533923,Hyderabad,Telangana,India
C00012,Aditya Kulkarni,aditya.kulkarni226@outlook.com,3373886923,Hyderabad,Telangana,India
C01975,Rohan Joshi,rohan.joshi738@mail.com,29912936,Mumbai,Maharashtra,India
C00555,Kabir Gupta,kabir.gupta420@gmail.com,1761861142,Kochi,Kerala,IN
C01574,Kabir Verma,kabir.verma756@gmail.com,1955885315,Chennai,Tamil Nadu,India
C00517,Isha Khan,isha.khan319@mail.com,1034433072,Kolkata,West Bengal,India
C00822,Vikram Chowdhury,vikram.chowdhury606@mail.com,4061669067,Pune,Maharashtra,India
C01809,Kavya Mukherjee,kavya.mukherjee9@yahoo.com,3361368025,Kochi,Kerala,India
C01493,Aditya Joshi,aditya.joshi370@yahoo.com,3733364099,Kolkata,West Bengal,india
C01901,Vikram Verma,vikram.verma141@outlook.com,9781543787,Delhi,Delhi,India
C01425,Ria Chowdhury,ria.chowdhury866@outlook.com,907594435,Visakhapatnam,Andhra Pradesh,India
C01525,Diya Das,diya.das675@gmail.com,3172580582,Visakhapatnam,Andhra Pradesh,India
C00800,Vivaan Khan,vivaan.khan537@mail.com,1351837648,Kochi,Kerala,India
C01093,Isha Kulkarni,isha.kulkarni834@yahoo.com,8624700819,Kolkata,West Bengal,India
C01626,Neha Chandra,neha.chandra587@mail.com,5962365331,Kolkata,West Bengal,India
C00900,Samar Basu,samar.basu280@outlook.com,483639273,Ahmedabad,Gujarat,India
C01748,Kabir Nair,kabir.nair221@mail.com,2573745241,Kochi,Kerala,india
C00991,Irfan Gupta,irfan.gupta77@outlook.com,9416253003,Pune,Maharashtra,India
C01270,Neha Gupta,neha.gupta468@mail.com,9230573438,Hyderabad,Telangana,India
C01018,Vikram Chowdhury,vikram.chowdhury139@mail.com,5363576926,Kolkata,West Bengal,India
C01352,Vivaan Iyer,vivaan.iyer891@yahoo.com,6973615952,Mumbai,Maharashtra,India
C01350,Sneha Chandra,sneha.chandra193@gmail.com,5049226320,Mumbai,Maharashtra,India
C01233,Ananya Basu,ananya.basu190@gmail.com,7332935138,Delhi,Delhi,India
C01387,Rohan Mukherjee,rohan.mukherjee189@mail.com,4608287327,Kochi,Kerala,India
C01920,Anvi Das,anvi.das364@gmail.com,5273057768,Delhi,Delhi,India
C01412,Ananya Mishra,ananya.mishra274@outlook.com,1773328481,Hyderabad,Telangana,india
C00398,Isha Sharma,isha.sharma88@gmail.com,5174144041,Jaipur,Rajasthan,India
C00977,Sneha Mukherjee, sneha.menon958@gmail.com,4841739873,Kochi,Kerala,India
C00188,Vivaan Das,vivaan.das279@yahoo.com,3671707607,Delhi,Delhi,India
C00463,Rahul Chowdhury,rahul.chowdhury436@mail.com,3274294862,Hyderabad,telangana,India
C00729,Rohan Iyer,rohan.iyer421@yahoo.com,553416223,Delhi,Delhi,India
C00051,Rohan Iyer,rohan.iyer411@yahoo.com,7573406036,Mumbai,Maharashtra,India
C00397,Neha Kulkarni,neha.kulkarni530@gmail.com,8226851371,Kolkata,West Bengal,india
C00227,Isha Chowdhury,isha.chowdhury228@gmail.com,8324047729,Ahmedabad,Gujarat,India
C01738,Samar Sharma,samar.sharma512@mail.com,5118092864,Mumbai,Maharashtra,India
C00104,Aditya Iyer,aditya.iyer231@mail.com,7915786603,Lucknow,Uttar Pradesh,India
C00210,Anvi Basu,anvi.basu921@yahoo.com,2119515529,Jaipur,Rajasthan,India
C00761,Vikram Joshi,vikram.joshi691@mail.com,9401051181,Hyderabad,TELANGANA,India
C00579,Rohan Rao,rohan.rao580@gmail.com,4929203390,Hyderabad,Telangana,India
C01554,Vikram Naidu,vikram.naidu804@gmail.com,5905283125,Kolkata,West Bengal,India
C01301,Irfan Reddy,irfan.reddy844@gmail.com,2874265525,Kochi,Kerala,india
C00857,Isha Mukherjee,isha.mukherjee318@outlook.com,8093599835,Kolkata,WEST BENGAL,india
C01068,Rohan Iyer,rohan.iyer786@outlook.com,4657584291,Visakhapatnam,ANDHRA PRADESH,India
C01593,Vikram Basu,vikram.basu834@yahoo.com,5120124499,Chennai,TAMIL NADU,India
C00696,Aisha Khan,aisha.khan969@mail.com,6585996042,Jaipur,Rajasthan,India
C01384,Aditya Patel,aditya.patel751@yahoo.com,2675452835,Mumbai,Maharashtra,India
C01583,Irfan Nair,irfan.nair202@outlook.com,5151074566,Chennai,Tamil Nadu,india
C00903,Kavya Gupta,kavya.gupta94@gmail.com,466728434,Jaipur,Rajasthan,India
C01907,Neha Iyer,neha.iyer398@yahoo.com,3731823393,Delhi,Delhi,India
C01507,Ria Gupta,ria.gupta182@outlook.com,348486579,Ahmedabad,Gujarat,IN
C00453,Ria Khan,ria.khan161@mail.com,1618752723,Chennai,Tamil Nadu,India
C00457,Anvi Singh,anvi.singh238@yahoo.com,4632477625,Kolkata,west bengal,India
C00449,Neha Naidu,neha.naidu641@gmail.com,2243182072,Ahmedabad,Gujarat,India
C01918,Isha Menon,isha.menon783@gmail.com,4401381262,Pune,Maharashtra,India
C00019,Ritu Mukherjee,ritu.mukherjee981@yahoo.com,8269772884,Hyderabad,Telangana,India
C01193,Aditya Chowdhury,aditya.chowdhury424@yahoo.com,7537256676,Bengaluru,Karnataka,india
C00247,Aditya Nair,aditya.nair726@outlook.com,3077447802,Hyderabad,Telangana,india
C01120,Vivaan Kulkarni,vivaan.kulkarni132@mail.com,9731550037,Bengaluru,Karnataka,india
C00066,Sneha Mukherjee,sneha.mukherjee812@outlook.com,490957683,Bengaluru,Karnataka,India
C01874,Sneha Khan,sneha.khan64@gmail.com,2951365294,Pune,Maharashtra,India
C00401,Vikram Kulkarni,vikram.kulkarni708@outlook.com,5640159181,Chennai,Tamil Nadu,India
C00442,Ananya Das,ananya.das621@gmail.com,2221821121,Mumbai,Maharashtra,India
C01664,Diya Rao,diya.rao712@yahoo.com,1008317072,Lucknow,Uttar Pradesh,India
C01220,Anvi Mishra,anvi.mishra829@mail.com,6491408495,Bengaluru,Karnataka,IN
C01166,Aditya Verma,aditya.verma197@gmail.com,8972796548,Hyderabad,Telangana,India
C01357,Aditya Basu,aditya.basu937@gmail.com,9182189752,Visakhapatnam,Andhra Pradesh,India
C00912,Kabir Kulkarni,kabir.kulkarni327@mail.com,2379822844,Jaipur,Rajasthan,India
C01635,Isha Kulkarni,isha.kulkarni357@mail.com,7794560575,Pune,maharashtra,India
C00901,Ananya Nair,ananya.nair928@gmail.com,6671586777,Chennai,Tamil Nadu,india
C00255,Diya Chowdhury,diya.chowdhury683@outlook.com,1560238741,Chennai,Tamil Nadu,India
C01573,Anvi Iyer,anvi.iyer406@mail.com,154802856,Kolkata,West Bengal,IN
C00367,Aarav Das,aarav.das105@yahoo.com,408396324,Mumbai,Maharashtra,India
C00999,Kavya Singh,kavya.singh973@mail.com,8310662338,Bengaluru,Karnataka,India
C01729,Isha Naidu,isha.naidu255@yahoo.com,5940891452,Ahmedabad,GUJARAT,India
C00961,Aarav Khan,aarav.khan528@outlook.com,3946593259,Hyderabad,Telangana,India
C01327,Ria Singh,ria.singh49@yahoo.com,1151879298,Hyderabad,Telangana,India
C01415,Vivaan Khan,vivaan.khan471@gmail.com,6660951540,Jaipur,Rajasthan,India
C00023,Kabir Singh,kabir.singh619@yahoo.com,429475983,Hyderabad,Telangana,india
C01008,Ananya Mukherjee,ananya.mukherjee666@yahoo.com,28552747,Lucknow,Uttar Pradesh,India
C01382,Rahul Kulkarni,rahul.kulkarni990@outlook.com,9848104856,Ahmedabad, GUJARAT ,India
C00684,Vikram Chowdhury,vikram.chowdhury135@mail.com,158295511,Bengaluru,Karnataka,India
C01841,Rohan Naidu,rohan.naidu243@yahoo.com,7626294215,Ahmedabad,Gujarat,IN
C00031,Ananya Patel,ananya.patel722@mail.com,7500728315,Hyderabad,Telangana,India
C01451,Sneha Naidu,sneha.naidu993@yahoo.com,208963145,Pune,Maharashtra,India
C00010,Diya Chandra,diya.chandra575@gmail.com,7788826541,Mumbai,Maharashtra,india
C00634,Aarav Basu,aarav.basu550@mail.com,764849921,Hyderabad,Telangana,India
C01786,Sneha Gupta,sneha.gupta262@mail.com,6652033898,Kolkata,West Bengal,India
C00764,Aditya Nair,aditya.nair498@outlook.com,9364237991,Pune,Maharashtra,India
C01829,Ritu Naidu,ritu.naidu996@gmail.com,2566920561,Hyderabad,Telangana,India
C00812,Rohan Reddy,rohan.reddy617@gmail.com,6247602726,Pune,Maharashtra,IN
C01709,Aarav Chandra,aarav.chandra106@yahoo.com,5826278087,Jaipur,Rajasthan,India
C00492,Rahul Chowdhury,rahul.chowdhury419@yahoo.com,7061691256,Hyderabad,Telangana,India
C00559,Diya Das,,3166713875,Kochi,Kerala,India
C00840,Neha Nair,neha.nair725@outlook.com,7408070444,Kolkata, west bengal ,India
C00588,Aarav Joshi,aarav.joshi921@outlook.com,6401545111,Pune,Maharashtra,India
C01205,Ritu Mishra,ritu.mishra936@gmail.com,7506839800,Jaipur,Rajasthan,India
C01643,Diya Rao,diya.rao825@mail.com,8244705260,Mumbai,Maharashtra,India
C00997,Vikram Mukherjee,vikram.mukherjee798@yahoo.com,9133635207,Lucknow,Uttar Pradesh,india
C00483,Kabir Rao,kabir.rao784@yahoo.com,8628516049,Mumbai,maharashtra,India
C00603,Rahul Chandra, aarav.iyer933@outlook.com,9749994324,Lucknow,Uttar Pradesh,India
C01714,Isha Chandra,isha.chandra71@mail.com,5119219201,Lucknow,Uttar Pradesh,India
C00202,Samar Mishra,samar.mishra115@mail.com,1488489055,Chennai,Tamil Nadu,India
C00660,Samar Rao,samar.rao34@yahoo.com,7034084006,Delhi,Delhi,India
C00097,Vivaan Gupta,vivaan.gupta272@outlook.com,9686195857,Kochi,Kerala,India
C00887,Sneha Rao,sneha.rao473@yahoo.com,3544372076,Mumbai,Maharashtra,india
C00976,Samar Mishra,samar.mishra821@mail.com,5721648379,Pune,Maharashtra,India
C00705,Anvi Chowdhury,anvi.chowdhury68@gmail.com,8843358283,Kolkata,West Bengal,India
C01767,Vivaan Gupta,vivaan.gupta317@gmail.com,2366613594,Hyderabad,Telangana,india
C01285,Ananya Mishra,ananya.mishra788@gmail.com,8607800039,Kolkata,West Bengal,India
C01726,Sneha Chowdhury,sneha.chowdhury323@gmail.com,4562616219,Bengaluru,Karnataka,India
C01622,Samar Mishra,samar.mishra551@yahoo.com,8434912389,Pune,Maharashtra,India
C00678,Isha Rao,isha.rao337@gmail.com,6167986201,Jaipur,Rajasthan,India
C01069,Vivaan Khan,vivaan.khan633@mail.com,8100981932,Kolkata,West Bengal,India
C00473,Diya Iyer,diya.iyer717@outlook.com,3229100086,Chennai,Tamil Nadu,India
